season,njcaa_division,team,team_id,location,opponent,result,score,game_id,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Santa Fe,L,14-4,20230301_n36r,1.0,0.0,1.0,0.0,6.6,11.0,14.0,12.0,12.0,10.0,3.0,0.0,16.364,35.0,3.485,15.0,4.091,16.364,13.636,0.833,19.091
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,10-9,20230129_e9i6,1.0,0.0,1.0,0.0,5.300000000000001,9.0,10.0,8.0,7.0,10.0,1.0,0.0,13.585,42.0,3.019,15.283,1.698,11.887,16.981,1.429,16.981
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,13-3,20230127_r5ba,1.0,0.0,1.0,0.0,6.300000000000001,9.0,13.0,11.0,9.0,10.0,1.0,0.0,15.714,36.0,2.857,12.857,1.429,12.857,14.286,1.111,18.571
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,4-2,20230127_gky7,1.0,0.0,1.0,0.0,6.300000000000001,5.0,4.0,4.0,4.0,9.0,2.0,0.0,5.714,99.0,1.429,7.143,2.857,5.714,12.857,2.25,5.714
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,8-6,20230129_jlul,1.0,0.0,1.0,0.0,6.0,6.0,8.0,4.0,5.0,7.0,1.0,0.0,6.0,95.0,1.833,9.0,1.5,7.5,10.5,1.4,12.0
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Tallahassee,L,10-3,20230207_b7lm,1.0,0.0,1.0,0.0,8.0,10.0,10.0,10.0,9.0,8.0,1.0,0.0,11.25,50.0,2.375,11.25,1.125,10.125,9.0,0.889,11.25
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Tallahassee,L,4-1,20230225_th7r,1.0,0.0,1.0,0.0,5.300000000000001,6.0,4.0,4.0,3.0,3.0,0.0,0.0,6.792,84.0,1.698,10.189,0.0,5.094,5.094,1.0,6.792
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Tallahassee,L,6-3,20230304_e31r,1.0,0.0,1.0,0.0,6.3,10.0,6.0,6.0,3.0,11.0,1.0,0.0,8.571,66.0,2.063,14.286,1.429,4.286,15.714,3.667,8.571
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Tallahassee,L,9-2,20230225_2xm8,1.0,0.0,1.0,0.0,6.0,11.0,9.0,9.0,3.0,1.0,1.0,0.0,13.5,42.0,2.333,16.5,1.5,4.5,1.5,0.333,13.5
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Tallahassee,W,7-2,20230304_1q9m,1.0,1.0,0.0,0.0,7.0,8.0,2.0,2.0,2.0,5.0,0.0,1.0,2.571,221.0,1.429,10.286,0.0,2.571,6.429,2.5,2.571
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,11-0,20230315_ed3r,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,,0.6,1.8,0.0,3.6,1.8,0.5,0.0
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,16-1,20230315_9o02,1.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,8.0,0.0,1.0,1.8,315.0,1.0,9.0,0.0,0.0,14.4,,1.8
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,USC Salkehatchie,L,7-5,20230214_kdbi,1.0,0.0,1.0,0.0,5.3,5.0,7.0,3.0,5.0,9.0,0.0,0.0,5.094,111.0,1.887,8.491,0.0,8.491,15.283,1.8,11.887
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,USC Salkehatchie,W,11-0,20230214_xktu,1.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,,1.333,6.0,0.0,6.0,9.0,1.5,0.0
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,USC Salkehatchie,W,12-1,20230220_g0pc,1.0,1.0,0.0,0.0,6.0,3.0,1.0,1.0,1.0,6.0,0.0,1.0,1.5,378.0,0.667,4.5,0.0,1.5,9.0,6.0,1.5
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,USC Salkehatchie,W,6-2,20230220_wtu6,1.0,1.0,0.0,0.0,6.300000000000001,2.0,2.0,2.0,6.0,5.0,0.0,1.0,2.857,199.0,1.27,2.857,0.0,8.571,7.143,0.833,2.857
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Wallace-Dothan,L,7-5,20230218_oxdq,1.0,0.0,1.0,0.0,9.4,12.0,7.0,4.0,8.0,7.0,1.0,0.0,3.83,148.0,2.128,11.489,0.957,7.66,6.702,0.875,6.702
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Wallace-Dothan,L,7-6,20230313_qwhw,1.0,0.0,1.0,0.0,5.5,9.0,7.0,5.0,3.0,0.0,0.0,0.0,8.182,69.0,2.182,14.727,0.0,4.909,0.0,0.0,11.455
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Wallace-Dothan,W,10-5,20230313_wvw3,1.0,1.0,0.0,1.0,7.0,10.0,5.0,3.0,5.0,6.0,0.0,1.0,3.857,147.0,2.143,12.857,0.0,6.429,7.714,1.2,6.429
2023,div1,Allen County,allencountycommunitycollege,home,Baker University,W,12-3,20230304_ftu9,1.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,,1.5,11.25,0.0,2.25,9.0,4.0,0.0
2023,div1,Allen County,allencountycommunitycollege,home,Baker University,W,5-2,20230222_pb85,0.0,1.0,0.0,0.0,7.0,7.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,,1.286,9.0,0.0,2.571,3.857,1.5,2.571
2023,div1,Allen County,allencountycommunitycollege,home,Baker University,W,6-3,20230222_3cug,0.0,1.0,0.0,0.0,5.6,6.0,3.0,2.0,4.0,10.0,0.0,1.0,3.214,177.0,1.786,9.643,0.0,6.429,16.071,2.5,4.821
2023,div1,Allen County,allencountycommunitycollege,home,Highland (KS),W,13-3,20230310_jolg,0.0,1.0,0.0,0.0,6.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,189.0,1.0,6.0,1.5,3.0,3.0,1.0,4.5
2023,div1,Allen County,allencountycommunitycollege,home,Highland (KS),W,3-2,20230312_cmz5,0.0,1.0,0.0,0.0,7.0,7.0,2.0,2.0,3.0,2.0,0.0,1.0,2.571,221.0,1.429,9.0,0.0,3.857,2.571,0.667,2.571
2023,div1,Allen County,allencountycommunitycollege,home,Highland (KS),W,4-3,20230310_9oat,0.0,1.0,0.0,0.0,9.0,6.0,3.0,2.0,6.0,13.0,0.0,1.0,2.0,284.0,1.333,6.0,0.0,6.0,13.0,2.167,3.0
2023,div1,Allen County,allencountycommunitycollege,home,Highland (KS),W,7-4,20230312_ar1w,0.0,1.0,0.0,1.0,8.3,5.0,4.0,4.0,8.0,9.0,1.0,1.0,4.337,131.0,1.566,5.422,1.084,8.675,9.759,1.125,4.337
2023,div1,Allen County,allencountycommunitycollege,home,Kansas City Kansas,W,11-8,20230312_1v12,0.0,0.0,0.0,0.0,4.1,8.0,8.0,5.0,3.0,2.0,0.0,,10.976,52.0,2.683,17.561,0.0,6.585,4.39,0.667,17.561
2023,div1,Allen County,allencountycommunitycollege,home,Neosho County,L,6-2,20230317_hxj8,0.0,0.0,1.0,0.0,8.3,8.0,6.0,5.0,6.0,10.0,0.0,0.0,5.422,105.0,1.687,8.675,0.0,6.506,10.843,1.667,6.506
2023,div1,Allen County,allencountycommunitycollege,home,Neosho County,W,6-0,20230317_2zx1,0.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,,0.714,3.857,0.0,2.571,10.286,4.0,0.0
2023,div1,Allen County,allencountycommunitycollege,home,North Iowa Area,L,6-1,20230219_udiw,0.0,0.0,0.0,0.0,5.6000000000000005,8.0,6.0,6.0,6.0,11.0,2.0,,9.643,59.0,2.5,12.857,3.214,9.643,17.679,1.833,9.643
2023,div1,Allen County,allencountycommunitycollege,home,North Iowa Area,W,6-5,20230219_3ipw,0.0,1.0,0.0,0.0,6.300000000000001,7.0,5.0,3.0,4.0,12.0,1.0,1.0,4.286,132.0,1.746,10.0,1.429,5.714,17.143,3.0,7.143
2023,div1,Allen County,allencountycommunitycollege,home,North Iowa Area,W,6-5,20230220_0fe4,0.0,1.0,0.0,0.0,12.0,14.0,5.0,5.0,3.0,11.0,1.0,1.0,3.75,151.0,1.417,10.5,0.75,2.25,8.25,3.667,3.75
2023,div1,Allen County,allencountycommunitycollege,home,Northeast,L,3-2,20230212_sr7t,1.0,0.0,1.0,0.0,7.3,8.0,3.0,2.0,2.0,4.0,0.0,0.0,2.466,230.0,1.37,9.863,0.0,2.466,4.932,2.0,3.699
2023,div1,Allen County,allencountycommunitycollege,home,Northeast,L,4-3,20230219_ucd7,0.0,0.0,1.0,0.0,5.0,6.0,4.0,2.0,0.0,3.0,0.0,0.0,3.6,158.0,1.2,10.8,0.0,0.0,5.4,,7.2
2023,div1,Allen County,allencountycommunitycollege,home,Northeast,L,5-0,20230211_7oxc,1.0,0.0,1.0,0.0,6.3,7.0,5.0,5.0,3.0,7.0,1.0,0.0,7.143,79.0,1.587,10.0,1.429,4.286,10.0,2.333,7.143
2023,div1,Allen County,allencountycommunitycollege,home,Northeast,L,9-0,20230212_rk98,1.0,0.0,1.0,0.0,7.0,14.0,17.0,17.0,4.0,6.0,1.0,0.0,21.857,26.0,2.571,18.0,1.286,5.143,7.714,1.5,21.857
2023,div1,Allen County,allencountycommunitycollege,home,Northeast,W,5-0,20230211_40tg,1.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,,0.571,5.143,0.0,0.0,12.857,,0.0
2023,div1,Allen County,allencountycommunitycollege,home,Ottawa University,W,1-0,20230301_1twm,0.0,1.0,0.0,0.0,8.0,4.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,,0.625,4.5,0.0,1.125,9.0,8.0,0.0
2023,div1,Allen County,allencountycommunitycollege,home,Ottawa University,W,11-2,20230301_tpay,0.0,1.0,0.0,0.0,7.0,5.0,2.0,2.0,4.0,9.0,0.0,1.0,2.571,221.0,1.286,6.429,0.0,5.143,11.571,2.25,2.571
2023,div1,Allen County,allencountycommunitycollege,home,Pratt,L,15-14,20230202_r0cr,1.0,0.0,1.0,0.0,7.0,14.0,15.0,11.0,5.0,11.0,0.0,0.0,14.143,40.0,2.714,18.0,0.0,6.429,14.143,2.2,19.286
2023,div1,Allen County,allencountycommunitycollege,home,Pratt,L,3-1,20230205_ampp,0.0,0.0,1.0,0.0,6.3,8.0,3.0,3.0,5.0,4.0,0.0,0.0,4.286,132.0,2.063,11.429,0.0,7.143,5.714,0.8,4.286
2023,div1,Allen County,allencountycommunitycollege,home,Pratt,L,9-6,20230205_t0i8,0.0,0.0,1.0,0.0,5.6000000000000005,10.0,9.0,8.0,2.0,8.0,1.0,0.0,12.857,44.0,2.143,16.071,1.607,3.214,12.857,4.0,14.464
2023,div1,Allen County,allencountycommunitycollege,home,Pratt,W,9-0,20230202_4rem,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,,0.167,0.0,0.0,1.5,13.5,9.0,0.0
2023,div1,Alvin,alvincommunitycollege,home,ASU Mountain Home,W,16-3,20230127_5w91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,ASU Mountain Home,W,17-11,20230127_c2tv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,Angelina,L,13-3,20230225_te2r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,Angelina,L,4-3,20230225_d4t8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,Angelina,W,8-3,20230313_kau1,1.0,0.0,0.0,0.0,9.0,9.0,3.0,1.0,2.0,7.0,0.0,,1.0,567.0,1.222,9.0,0.0,2.0,7.0,3.5,3.0
2023,div1,Alvin,alvincommunitycollege,home,Blinn,L,22-15,20230221_x68z,1.0,0.0,1.0,0.0,7.3,14.0,22.0,16.0,14.0,12.0,3.0,0.0,19.726,29.0,3.836,17.26,3.699,17.26,14.795,0.857,27.123
2023,div1,Alvin,alvincommunitycollege,home,Blinn,L,4-3,20230225_7j3o,1.0,0.0,1.0,0.0,5.3,4.0,4.0,3.0,7.0,7.0,0.0,0.0,5.094,111.0,2.075,6.792,0.0,11.887,11.887,1.0,6.792
2023,div1,Alvin,alvincommunitycollege,home,Blinn,L,8-1,20230225_wif0,1.0,0.0,1.0,0.0,7.299999999999999,7.0,8.0,7.0,7.0,11.0,1.0,0.0,8.63,66.0,1.918,8.63,1.233,8.63,13.562,1.571,9.863
2023,div1,Alvin,alvincommunitycollege,home,Blinn,W,3-2,20230223_pbsq,1.0,1.0,0.0,0.0,8.3,8.0,2.0,2.0,4.0,11.0,0.0,1.0,2.169,262.0,1.446,8.675,0.0,4.337,11.928,2.75,2.169
2023,div1,Alvin,alvincommunitycollege,home,Centenary College,W,13-6,20230301_gjvl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,Coastal Bend,W,5-4,20230311_cpij,1.0,1.0,0.0,0.0,7.0,6.0,4.0,4.0,1.0,12.0,1.0,1.0,5.143,110.0,1.0,7.714,1.286,1.286,15.429,12.0,5.143
2023,div1,Alvin,alvincommunitycollege,home,Coastal Bend,W,8-2,20230309_peww,1.0,1.0,0.0,0.0,9.0,4.0,2.0,1.0,2.0,9.0,0.0,1.0,1.0,567.0,0.667,4.0,0.0,2.0,9.0,4.5,2.0
2023,div1,Alvin,alvincommunitycollege,home,Coastal Bend,W,8-3,20230311_jtuf,1.0,1.0,0.0,0.0,7.300000000000001,8.0,3.0,3.0,1.0,12.0,1.0,1.0,3.699,153.0,1.233,9.863,1.233,1.233,14.795,12.0,3.699
2023,div1,Alvin,alvincommunitycollege,home,Coastal Bend,W,8-7,20230307_b4j3,1.0,1.0,0.0,0.0,10.3,9.0,7.0,7.0,7.0,20.0,1.0,1.0,6.117,93.0,1.553,7.864,0.874,6.117,17.476,2.857,6.117
2023,div1,Alvin,alvincommunitycollege,home,Dallas College - Brookhaven,W,4-3,20230217_kc0x,1.0,1.0,0.0,0.0,8.299999999999999,3.0,3.0,1.0,4.0,13.0,1.0,1.0,1.084,523.0,0.843,3.253,1.084,4.337,14.096,3.25,3.253
2023,div1,Alvin,alvincommunitycollege,home,Galveston,W,9-6,20230316_y5g4,1.0,1.0,0.0,1.0,9.0,14.0,6.0,5.0,4.0,12.0,1.0,1.0,5.0,113.0,2.0,14.0,1.0,4.0,12.0,3.0,6.0
2023,div1,Alvin,alvincommunitycollege,home,Grayson,W,9-0,20230211_6p99,1.0,0.0,1.0,0.0,7.4,16.0,9.0,8.0,5.0,11.0,0.0,0.0,9.73,58.0,2.838,19.459,0.0,6.081,13.378,2.2,10.946
2023,div1,Alvin,alvincommunitycollege,home,Hill,L,10-1,20230204_8wli,1.0,0.0,1.0,0.0,5.300000000000001,13.0,10.0,7.0,5.0,6.0,0.0,0.0,11.887,48.0,3.396,22.075,0.0,8.491,10.189,1.2,16.981
2023,div1,Alvin,alvincommunitycollege,home,Hill,L,5-0,20230213_nqrh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,Hill,L,6-4,20230205_7iw4,1.0,0.0,1.0,0.0,6.0,5.0,6.0,3.0,6.0,3.0,0.0,0.0,4.5,126.0,1.833,7.5,0.0,9.0,4.5,0.5,9.0
2023,div1,Alvin,alvincommunitycollege,home,Hill,W,12-2,20230213_86ox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,Hill,W,3-0,20230205_gdup,1.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,9.0,13.0,0.0,1.0,0.0,,1.286,0.0,0.0,11.571,16.714,1.444,0.0
2023,div1,Alvin,alvincommunitycollege,home,Howard (TX),W,3-2,20230211_hmnj,1.0,0.0,0.0,0.0,10.0,5.0,2.0,2.0,2.0,10.0,0.0,,1.8,315.0,0.7,4.5,0.0,1.8,9.0,5.0,1.8
2023,div1,Alvin,alvincommunitycollege,home,Midland,L,10-5,20230128_nmdo,1.0,0.0,1.0,0.0,5.3,6.0,10.0,10.0,9.0,10.0,0.0,0.0,16.981,33.0,2.83,10.189,0.0,15.283,16.981,1.111,16.981
2023,div1,Alvin,alvincommunitycollege,home,Midland,L,2-1,20230128_adg7,1.0,0.0,1.0,0.0,7.2,6.0,2.0,1.0,1.0,10.0,0.0,0.0,1.25,454.0,0.972,7.5,0.0,1.25,12.5,10.0,2.5
2023,div1,Alvin,alvincommunitycollege,home,Midland,L,8-1,20230129_wl9p,1.0,0.0,1.0,0.0,7.6000000000000005,11.0,8.0,8.0,6.0,8.0,1.0,0.0,9.474,60.0,2.237,13.026,1.184,7.105,9.474,1.333,9.474
2023,div1,Alvin,alvincommunitycollege,home,Monroe College,L,1-0,20230214_1hx0,1.0,0.0,1.0,0.0,9.0,4.0,1.0,1.0,4.0,7.0,0.0,0.0,1.0,567.0,0.889,4.0,0.0,4.0,7.0,1.75,1.0
2023,div1,Alvin,alvincommunitycollege,home,New Mexico,L,6-3,20230218_lkb1,1.0,0.0,1.0,0.0,7.6000000000000005,12.0,6.0,5.0,8.0,8.0,0.0,0.0,5.921,96.0,2.632,14.211,0.0,9.474,9.474,1.0,7.105
2023,div1,Alvin,alvincommunitycollege,home,Odessa,W,10-8,20230209_iekq,1.0,1.0,0.0,1.0,8.3,8.0,8.0,5.0,8.0,7.0,0.0,1.0,5.422,105.0,1.928,8.675,0.0,8.675,7.59,0.875,8.675
2023,div1,Alvin,alvincommunitycollege,home,Panola,W,4-1,20230222_lm0q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,Panola,W,7-2,20230222_xy9p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,Paris,L,8-2,20230304_u8o8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,Paris,W,7-6,20230304_1s8t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,SAU Tech,W,16-3,20230228_sod1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,South Arkansas,W,16-4,20230204_zhyk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,South Arkansas,W,5-2,20230205_4ioy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,South Suburban,W,10-9,20230310_96k1,1.0,1.0,0.0,0.0,9.3,13.0,9.0,7.0,4.0,8.0,2.0,1.0,6.774,84.0,1.828,12.581,1.935,3.871,7.742,2.0,8.71
2023,div1,Alvin,alvincommunitycollege,home,Tyler,L,13-5,20230218_uo7t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,Tyler,L,14-2,20230218_m8o2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,home,Western Oklahoma State,W,6-2,20230219_jkr7,1.0,1.0,0.0,0.0,9.0,7.0,2.0,2.0,3.0,8.0,0.0,1.0,2.0,284.0,1.111,7.0,0.0,3.0,8.0,2.667,2.0
2023,div1,Alvin,alvincommunitycollege,home,Wharton County,L,11-4,20230304_j41h,1.0,0.0,0.0,0.0,5.299999999999999,8.0,11.0,9.0,5.0,3.0,1.0,,15.283,37.0,2.453,13.585,1.698,8.491,5.094,0.6,18.679
2023,div1,Alvin,alvincommunitycollege,home,Wharton County,L,6-4,20230304_bvze,1.0,0.0,1.0,0.0,8.0,11.0,6.0,6.0,3.0,7.0,1.0,0.0,6.75,84.0,1.75,12.375,1.125,3.375,7.875,2.333,6.75
2023,div1,Alvin,alvincommunitycollege,home,Wharton County,L,6-5,20230302_6u2x,1.0,0.0,1.0,0.0,8.3,15.0,6.0,4.0,2.0,8.0,0.0,0.0,4.337,131.0,2.048,16.265,0.0,2.169,8.675,4.0,6.506
2023,div1,Andrew,andrewcollege,home,Central Alabama,L,3-1,20230208_e1a9,1.0,0.0,1.0,0.0,6.300000000000001,5.0,3.0,3.0,7.0,2.0,0.0,0.0,4.286,132.0,1.905,7.143,0.0,10.0,2.857,0.286,4.286
2023,div1,Andrew,andrewcollege,home,Central Alabama,W,5-1,20230208_5v4k,1.0,1.0,0.0,1.0,7.0,7.0,1.0,1.0,3.0,5.0,0.0,1.0,1.286,441.0,1.429,9.0,0.0,3.857,6.429,1.667,1.286
2023,div1,Andrew,andrewcollege,home,Florence-Darlington Tech,W,11-9,20230205_hvj4,1.0,1.0,0.0,0.0,5.6000000000000005,5.0,9.0,6.0,6.0,5.0,1.0,1.0,9.643,59.0,1.964,8.036,1.607,9.643,8.036,0.833,14.464
2023,div1,Andrew,andrewcollege,home,Grand Rapids,W,10-9,20230308_pxyx,1.0,1.0,0.0,0.0,5.6000000000000005,12.0,9.0,9.0,6.0,8.0,0.0,1.0,14.464,39.0,3.214,19.286,0.0,9.643,12.857,1.333,14.464
2023,div1,Andrew,andrewcollege,home,Grand Rapids,W,9-6,20230308_ybcr,0.0,1.0,0.0,1.0,6.300000000000001,9.0,6.0,6.0,3.0,10.0,1.0,1.0,8.571,66.0,1.905,12.857,1.429,4.286,14.286,3.333,8.571
2023,div1,Andrew,andrewcollege,home,Gulf Coast State,L,17-10,20230225_lw8u,0.0,0.0,1.0,0.0,6.300000000000001,14.0,17.0,15.0,8.0,6.0,5.0,0.0,21.429,26.0,3.492,20.0,7.143,11.429,8.571,0.75,24.286
2023,div1,Andrew,andrewcollege,home,Gulf Coast State,L,9-0,20230225_x6d9,0.0,0.0,1.0,0.0,7.0,9.0,9.0,9.0,4.0,7.0,1.0,0.0,11.571,49.0,1.857,11.571,1.286,5.143,9.0,1.75,11.571
2023,div1,Andrew,andrewcollege,home,Lurleen B. Wallace,W,16-1,20230301_to15,0.0,1.0,0.0,0.0,7.0,7.0,1.0,1.0,0.0,7.0,0.0,1.0,1.286,441.0,1.0,9.0,0.0,0.0,9.0,,1.286
2023,div1,Andrew,andrewcollege,home,Lurleen B. Wallace,W,2-1,20230304_6eyx,1.0,1.0,0.0,1.0,7.0,4.0,1.0,0.0,2.0,6.0,0.0,1.0,0.0,,0.857,5.143,0.0,2.571,7.714,3.0,1.286
2023,div1,Andrew,andrewcollege,home,McLennan,W,5-2,20230204_ms9o,1.0,1.0,0.0,1.0,7.0,6.0,2.0,2.0,1.0,5.0,0.0,1.0,2.571,221.0,1.0,7.714,0.0,1.286,6.429,5.0,2.571
2023,div1,Andrew,andrewcollege,home,Miami Dade,W,5-0,20230203_v5ij,1.0,1.0,0.0,0.0,7.0,9.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,,1.714,11.571,0.0,3.857,7.714,2.0,0.0
2023,div1,Andrew,andrewcollege,home,Point University JV,W,11-0,20230227_jkex,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,,0.4,3.6,0.0,0.0,9.0,,0.0
