,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
13,16,Enmanuel Saint-Hilaire,LHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/enmanuelsainthilaire066x,enmanuelsainthilaire066x,Arizona Western,2021-22,div1,arizonawesterncollege,2022
14,17,Cooper Webb,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/cooperwebbzcoy,cooperwebbzcoy,Arizona Western,2021-22,div1,arizonawesterncollege,2022
15,18,Reece Longstaff,OF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/reecelongstaffmdn9,reecelongstaffmdn9,Arizona Western,2021-22,div1,arizonawesterncollege,2022
16,19,Eric Rataczak,INF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/ericrataczakqglq,ericrataczakqglq,Arizona Western,2021-22,div1,arizonawesterncollege,2022
17,20,Joseph Taveras,RHP,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/josephtaverasgocp,josephtaverasgocp,Arizona Western,2021-22,div1,arizonawesterncollege,2022
18,21,Josh McDonald,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/joshmcdonaldj81q,joshmcdonaldj81q,Arizona Western,2021-22,div1,arizonawesterncollege,2022
19,22,Jorge Carvajal,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jorgecarvajallovm,jorgecarvajallovm,Arizona Western,2021-22,div1,arizonawesterncollege,2022
20,23,Max Weller,OF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/maxwellerjqnk,maxwellerjqnk,Arizona Western,2021-22,div1,arizonawesterncollege,2022
21,24,Garrett Rede,INF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/garrettredeo28o,garrettredeo28o,Arizona Western,2021-22,div1,arizonawesterncollege,2022
22,25,Noah Roberts,C,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/noahrobertskcng,noahrobertskcng,Arizona Western,2021-22,div1,arizonawesterncollege,2022
23,26,Jonathan Zayas,LHP,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jonathanzayasx9xg,jonathanzayasx9xg,Arizona Western,2021-22,div1,arizonawesterncollege,2022
24,27,Juan Carlos Navarro,INF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/juancarlosnavarrowa5t,juancarlosnavarrowa5t,Arizona Western,2021-22,div1,arizonawesterncollege,2022
25,28,Samual Fabian,OF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/samualfabianpj0x,samualfabianpj0x,Arizona Western,2021-22,div1,arizonawesterncollege,2022
26,29,Roland Marte,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/rolandmartehk1v,rolandmartehk1v,Arizona Western,2021-22,div1,arizonawesterncollege,2022
27,30,Juan Gil Franco,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/juangilfrancoha8t,juangilfrancoha8t,Arizona Western,2021-22,div1,arizonawesterncollege,2022
28,31,Qiang Feng,INF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/qiangfengmosz,qiangfengmosz,Arizona Western,2021-22,div1,arizonawesterncollege,2022
29,32,Wellington Bello,LHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/wellingtonbelloyepq,wellingtonbelloyepq,Arizona Western,2021-22,div1,arizonawesterncollege,2022
