school_name,njcaa_season,division,team_id,season
Indian Hills,2015-16,div1,indianhillscommunitycollege,2016
Indian River State,2015-16,div1,indianriverstatecollege,2016
Iowa Western,2015-16,div1,iowawesterncommunitycollege,2016
Jackson State,2015-16,div1,jacksonstatecommunitycollege,2016
Jefferson (MO),2015-16,div1,jeffersoncollege,2016
Coastal Alabama - Brewton,2015-16,div1,jeffersondaviscommunitycollege,2016
John A. Logan,2015-16,div1,johnalogancollege,2016
Johnson County,2015-16,div1,johnsoncountycommunitycollege,2016
Kansas City Kansas,2015-16,div1,kansascitykansascommunitycollege,2016
Kaskaskia,2015-16,div1,kaskaskiacollege,2016
Kishwaukee,2015-16,div1,kishwaukeecollege,2016
Labette,2015-16,div1,labettecommunitycollege,2016
Lake Land,2015-16,div1,lakelandcollege,2016
Lake-Sumter State,2015-16,div1,lakesumterstatecollege,2016
Lamar,2015-16,div1,lamarcommunitycollege,2016
Laredo,2015-16,div1,laredocommunitycollege,2016
Lawson State,2015-16,div1,lawsonstatecommunitycollege,2016
Lincoln Trail,2015-16,div1,lincolntrailcollege,2016
Louisburg,2015-16,div1,louisburgcollege,2016
Luna,2015-16,div1,lunacommunitycollege,2016
Lurleen B. Wallace,2015-16,div1,lurleenbwallacecommunitycollege,2016
Marion Military,2015-16,div1,marionmilitaryinstitute,2016
Marshalltown,2015-16,div1,marshalltowncommunitycollege,2016
MCC-Maple Woods,2015-16,div1,mccmaplewoods,2016
McCook,2015-16,div1,mccookcommunitycollege,2016
McLennan,2015-16,div1,mclennancommunitycollege,2016
Miami Dade,2015-16,div1,miamidadecollege,2016
Midland,2015-16,div1,midlandcollege,2016
Miles,2015-16,div1,milescommunitycollege,2016
Mineral Area,2015-16,div1,mineralareacollege,2016
Monroe College,2015-16,div1,monroecollege,2016
Motlow State,2015-16,div1,motlowstatecommunitycollege,2016
Muscatine,2015-16,div1,muscatinecommunitycollege,2016
Navarro,2015-16,div1,navarrocollege,2016
Neosho County,2015-16,div1,neoshocountycommunitycollege,2016
New Mexico,2015-16,div1,newmexicojuniorcollege,2016
New Mexico Military,2015-16,div1,newmexicomilitaryinstitute,2016
North Central Missouri,2015-16,div1,northcentralmissouricollege,2016
North Central Texas,2015-16,div1,northcentraltexascollege,2016
Northeastern,2015-16,div1,northeasternjuniorcollege,2016
Northeastern Oklahoma A&M,2015-16,div1,northeasternoklahomaamcollege,2016
Northeast Texas,2015-16,div1,northeasttexascommunitycollege,2016
Northwest Florida State,2015-16,div1,northwestfloridastatecollege,2016
Odessa,2015-16,div1,odessacollege,2016
Olive-Harvey,2015-16,div1,oliveharveycollege,2016
Olney Central,2015-16,div1,olneycentralcollege,2016
Otero,2015-16,div1,oterojuniorcollege,2016
Palm Beach State,2015-16,div1,palmbeachstatecollege,2016
Panola,2015-16,div1,panolacollege,2016
Paris,2015-16,div1,parisjuniorcollege,2016
Pensacola State,2015-16,div1,pensacolastatecollege,2016
Pitt,2015-16,div1,pittcommunitycollege,2016
Polk State,2015-16,div1,polkstatecollege,2016
Potomac State,2015-16,div1,potomacstatecollegeofwvu,2016
Pratt,2015-16,div1,prattcommunitycollege,2016
Ranger,2015-16,div1,rangercollege,2016
Rend Lake,2015-16,div1,rendlakecollege,2016
Roane State,2015-16,div1,roanestatecommunitycollege,2016
Rose State,2015-16,div1,rosestatecollege,2016
Salt Lake,2015-16,div1,saltlakecommunitycollege,2016
San Jacinto-North,2015-16,div1,sanjacintocollegenorth,2016
Santa Fe,2015-16,div1,santafecollege,2016
Seminole State (OK),2015-16,div1,seminolestatecollege,2016
Seminole State (FL),2015-16,div1,seminolestatecollegeofflorida,2016
Seward County,2015-16,div1,sewardcountycommunitycollege,2016
Shawnee,2015-16,div1,shawneecommunitycollege,2016
Shelton State,2015-16,div1,sheltonstatecommunitycollege,2016
Snead State,2015-16,div1,sneadstatecommunitycollege,2016
Southeastern Illinois,2015-16,div1,southeasternillinoiscollege,2016
Southern Union State,2015-16,div1,southernunionstatecommunitycollege,2016
South Florida State,2015-16,div1,southfloridastatecollege,2016
South Georgia State,2015-16,div1,southgeorgiastatecollege,2016
South Mountain,2015-16,div1,southmountaincommunitycollege,2016
South Suburban,2015-16,div1,southsuburbancollege,2016
Southwestern Illinois,2015-16,div1,southwesternillinoiscollege,2016
Southwest Tennessee,2015-16,div1,southwesttennesseecommunitycollege,2016
Spartanburg Methodist,2015-16,div1,spartanburgmethodist,2016
State College of Florida,2015-16,div1,statecollegeoffloridamanateesaraso,2016
St. Charles,2015-16,div1,stcharlescommunitycollege,2016
St. Johns River State,2015-16,div1,stjohnsriverstatecollege,2016
St. Louis,2015-16,div1,stlouiscommunitycollege,2016
St. Petersburg,2015-16,div1,stpetersburgcollege,2016
Tallahassee,2015-16,div1,tallahasseecommunitycollege,2016
Temple,2015-16,div1,templecollege,2016
Three Rivers,2015-16,div1,threeriverscommunitycollegemo,2016
Trinidad State,2015-16,div1,trinidadstatejuniorcollege,2016
Triton,2015-16,div1,tritoncollege,2016
USC Lancaster,2015-16,div1,usclancaster,2016
USC Salkehatchie,2015-16,div1,uscsalkehatchie,2016
USC Sumter,2015-16,div1,uscsumter,2016
Utah State Eastern,2015-16,div1,utahstateeastern,2016
Vernon,2015-16,div1,vernoncollege,2016
Volunteer State,2015-16,div1,volunteerstatecommunitycollege,2016
Wabash Valley,2015-16,div1,wabashvalleycollege,2016
Wallace-Dothan,2015-16,div1,wallacecommunitycollegedothan,2016
Wallace-Selma,2015-16,div1,wallacecommunitycollegeselma,2016
Wallace State,2015-16,div1,wallacestatecommunitycollegehancevil,2016
Walters State,2015-16,div1,waltersstatecommunitycollege,2016
Weatherford,2015-16,div1,weatherfordcollege,2016
Western Nebraska,2015-16,div1,westernnebraskacommunitycollege,2016
Western Nevada,2015-16,div1,westernnevadacollege,2016
Western Texas,2015-16,div1,westerntexascollege,2016
West Georgia Tech,2015-16,div1,westgeorgiatechnicalcollege,2016
Wharton County,2015-16,div1,whartoncountyjuniorcollege,2016
Yavapai,2015-16,div1,yavapaicollege,2016
Allegany Maryland,2015-16,div2,alleganycollegeofmaryland,2016
Marian-Ancilla,2015-16,div2,ancillacollege,2016
Anne Arundel,2015-16,div2,annearundelcommunitycollege,2016
ASA Miami,2015-16,div2,asacollegemiami,2016
Bismarck State,2015-16,div2,bismarckstatecollege,2016
Black Hawk-Moline,2015-16,div2,blackhawkcollegemoline,2016
Brown Mackie,2015-16,div2,brownmackiecollege,2016
Brunswick,2015-16,div2,brunswickcommunitycollege,2016
Carl Albert State,2015-16,div2,carlalbertstatecollege,2016
Carl Sandburg,2015-16,div2,carlsandburgcollege,2016
Catawba Valley,2015-16,div2,catawbavalleycommunitycollege,2016
CCBC Catonsville,2015-16,div2,ccbccatonsville,2016
CCBC Dundalk,2015-16,div2,ccbcdundalk,2016
CCBC Essex,2015-16,div2,ccbcessex,2016
Cecil,2015-16,div2,cecilcollege,2016
Chandler-Gilbert,2015-16,div2,chandlergilbertcommunitycollege,2016
Clark State,2015-16,div2,clarkstatecommunitycollege,2016
Coahoma,2015-16,div2,coahomacommunitycollege,2016
Lake County,2015-16,div2,collegeoflakecounty,2016
Southern Maryland,2015-16,div2,collegeofsouthernmaryland,2016
Rhode Island,2015-16,div2,communitycollegeofrhodeisland,2016
Copiah-Lincoln,2015-16,div2,copiahlincolncommunitycollege,2016
Morris,2015-16,div2,countycollegeofmorris,2016
Cuyahoga,2015-16,div2,cuyahogacommunitycollege,2016
Dakota,2015-16,div2,dakotacollegeatbottineau,2016
Dakota County Tech,2015-16,div2,dakotacountytechnicalcollege,2016
Danville Area,2015-16,div2,danvilleareacommunitycollege,2016
Dawson,2015-16,div2,dawsoncommunitycollege,2016
Dean,2015-16,div2,deancollege,2016
Delaware Tech,2015-16,div2,delawaretechnicalcommunitycollege,2016
Delta,2015-16,div2,deltacollege,2016
Des Moines Area,2015-16,div2,desmoinesareacommunitycollege,2016
Dutchess,2015-16,div2,dutchesscommunitycollege,2016
East Central (MS),2015-16,div2,eastcentralcommunitycollege,2016
East Mississippi,2015-16,div2,eastmississippicommunitycollege,2016
Edison State,2015-16,div2,edisoncommunitycollege,2016
Elgin,2015-16,div2,elgincommunitycollege,2016
Ellsworth,2015-16,div2,ellsworthcommunitycollege,2016
Frederick,2015-16,div2,frederickcommunitycollege,2016
Garrett,2015-16,div2,garrettcollege,2016
GateWay (AZ),2015-16,div2,gatewaycommunitycollegeaz,2016
Glendale,2015-16,div2,glendalecommunitycollege,2016
Glen Oaks,2015-16,div2,glenoakscommunitycollege,2016
Grand Rapids,2015-16,div2,grandrapidscommunitycollege,2016
Heartland,2015-16,div2,heartlandcommunitycollege,2016
Henry Ford,2015-16,div2,henryfordcollege,2016
Hesston,2015-16,div2,hesstoncollege,2016
Highland (IL),2015-16,div2,highlandcommunitycollegeillinois,2016
Hinds,2015-16,div2,hindscommunitycollege,2016
Holmes,2015-16,div2,holmescommunitycollege,2016
Illinois Central,2015-16,div2,illinoiscentralcollege,2016
Illinois Valley,2015-16,div2,illinoisvalleycommunitycollege,2016
Iowa Central,2015-16,div2,iowacentralcommunitycollege,2016
Iowa Lakes,2015-16,div2,iowalakescommunitycollege,2016
Itawamba,2015-16,div2,itawambacommunitycollege,2016
Jackson,2015-16,div2,jacksoncollege,2016
John Wood,2015-16,div2,johnwoodcommunitycollege,2016
Jones,2015-16,div2,jonescollege,2016
Kalamazoo Valley,2015-16,div2,kalamazoovalleycommunitycollege,2016
Kankakee,2015-16,div2,kankakeecommunitycollege,2016
Kellogg,2015-16,div2,kelloggcommunitycollege,2016
Kirkwood,2015-16,div2,kirkwoodcommunitycollege,2016
Lackawanna,2015-16,div2,lackawannacollege,2016
Lakeland,2015-16,div2,lakelandcommunitycollege,2016
Lake Michigan,2015-16,div2,lakemichigancollege,2016
Lake Region State,2015-16,div2,lakeregionstatecollegend,2016
Lansing,2015-16,div2,lansingcommunitycollege,2016
Lenoir,2015-16,div2,lenoircommunitycollege,2016
Lewis & Clark,2015-16,div2,lewisclarkcommunitycollege,2016
Lincoln,2015-16,div2,lincolncollege,2016
Lincoln Land,2015-16,div2,lincolnlandcommunitycollege,2016
LSU Eunice,2015-16,div2,louisianastateuniversityeunice,2016
Macomb,2015-16,div2,macombcommunitycollege,2016
Madison,2015-16,div2,madisoncollege,2016
MCC-Longview,2015-16,div2,mcclongview,2016
McHenry County,2015-16,div2,mchenrycountycollege,2016
Mercer County,2015-16,div2,mercercountycommunitycollege,2016
Mercyhurst North East,2015-16,div2,mercyhurstnortheast,2016
Meridian,2015-16,div2,meridiancommunitycollege,2016
Mesa,2015-16,div2,mesacommunitycollege,2016
Miles,2015-16,div2,milescommunitycollege,2016
Mississippi Delta,2015-16,div2,mississippideltacommunitycollege,2016
Mississippi Gulf Coast,2015-16,div2,mississippigulfcoastcommunitycollege,2016
Monroe CC,2015-16,div2,monroecommunitycollege,2016
Moraine Valley,2015-16,div2,morainevalleycommunitycollege,2016
Morton,2015-16,div2,mortoncollege,2016
Mott,2015-16,div2,mottcommunitycollege,2016
Murray State,2015-16,div2,murraystatecollege,2016
Muskegon,2015-16,div2,muskegoncommunitycollege,2016
New River,2015-16,div2,newrivercommunitycollege,2016
Northeast Mississippi,2015-16,div2,northeastmississippicommunitycollege,2016
Northern Oklahoma Enid,2015-16,div2,northernoklahomacollegeenid,2016
Northern Oklahoma Tonkawa,2015-16,div2,northernoklahomacollegetonkawa,2016
North Iowa Area,2015-16,div2,northiowaareacommunitycollege,2016
Northwest Mississippi,2015-16,div2,northwestmississippicommunitycollege,2016
Oakton,2015-16,div2,oaktoncommunitycollege,2016
Orange County,2015-16,div2,orangecountycommunitycollege,2016
Owens,2015-16,div2,owenscommunitycollege,2016
Paradise Valley,2015-16,div2,paradisevalleycommunitycollege,2016
Parkland,2015-16,div2,parklandcollege,2016
Pasco-Hernando State,2015-16,div2,pascohernandostatecollege,2016
Patrick & Henry,2015-16,div2,patrickhenrycommunitycollege,2016
Pearl River,2015-16,div2,pearlrivercommunitycollege,2016
Phoenix,2015-16,div2,phoenixcollege,2016
Pima,2015-16,div2,pimacommunitycollege,2016
Prairie State,2015-16,div2,prairiestatecollege,2016
Raritan Valley,2015-16,div2,raritanvalleycommunitycollege,2016
Redlands,2015-16,div2,redlandscommunitycollege,2016
Rockland,2015-16,div2,rocklandcommunitycollege,2016
Rowan Burlington,2015-16,div2,rowancollegeatburlingtoncounty,2016
Sauk Valley,2015-16,div2,saukvalleycommunitycollege,2016
Scottsdale,2015-16,div2,scottsdalecommunitycollege,2016
Sinclair,2015-16,div2,sinclaircommunitycollege,2016
Southeast,2015-16,div2,southeastcommunitycollege,2016
Southeastern,2015-16,div2,southeasterncommunitycollege,2016
Southeastern-Whiteville,2015-16,div2,southeasterncommunitycollegewhitevill,2016
Southwestern,2015-16,div2,southwesterncommunitycollege,2016
Southwest Mississippi,2015-16,div2,southwestmississippicommunitycollege,2016
Spoon River,2015-16,div2,spoonrivercollege,2016
St. Clair County,2015-16,div2,stclaircountycommunitycollege,2016
Sullivan County,2015-16,div2,sullivancountycommunitycollege,2016
Surry,2015-16,div2,surrycommunitycollege,2016
Sussex County,2015-16,div2,sussexcountycommunitycollege,2016
Ulster County,2015-16,div2,ulstercountycommunitycollege,2016
UConn Avery Point,2015-16,div2,universityofconnecticutataverypoint,2016
Valley Forge Military,2015-16,div2,valleyforgemilitarycollege,2016
Vincennes,2015-16,div2,vincennesuniversity,2016
Wake Tech,2015-16,div2,waketechnicalcommunitycollege,2016
Wentworth Military,2015-16,div2,wentworthmilitaryacademy,2016
Westchester,2015-16,div2,westchestercommunitycollege,2016
Western Oklahoma State,2015-16,div2,westernoklahomastatecollege,2016
Williston State,2015-16,div2,willistonstatecollege,2016
Anoka-Ramsey,2015-16,div3,anokaramseycommunitycollege,2016
Atlantic Cape,2015-16,div3,atlanticcapecommunitycollege,2016
Bergen,2015-16,div3,bergencommunitycollege,2016
Borough of Manhattan,2015-16,div3,boroughofmanhattancommunitycollege,2016
Bronx,2015-16,div3,bronxcommunitycollege,2016
Brookdale,2015-16,div3,brookdalecommunitycollege,2016
Dallas College - Brookhaven,2015-16,div3,brookhavencollege,2016
Bucks County,2015-16,div3,buckscountycommunitycollege,2016
Bunker Hill,2015-16,div3,bunkerhillcommunitycollege,2016
Butler County,2015-16,div3,butlercountycommunitycollegepa,2016
Camden County,2015-16,div3,camdencountycollege,2016
Allegheny County-Boyce,2015-16,div3,ccofalleghenycountyboyce,2016
Allegheny County-South,2015-16,div3,ccofalleghenycountysouth,2016
Dallas College - Cedar Valley,2015-16,div3,cedarvalleycollege,2016
Central Lakes,2015-16,div3,centrallakescollegebrainerd,2016
Century,2015-16,div3,centurycollege,2016
Clinton (NY),2015-16,div3,clintoncommunitycollege,2016
Coastal Bend,2015-16,div3,coastalbendcollege,2016
DuPage,2015-16,div3,collegeofdupage,2016
Columbia-Greene,2015-16,div3,columbiagreenecommunitycollege,2016
Corning,2015-16,div3,corningcommunitycollege,2016
RCSJ Cumberland,2015-16,div3,cumberlandcountycollege,2016
Danville,2015-16,div3,danvillecommunitycollege,2016
Delaware County,2015-16,div3,delawarecountycommunitycollege,2016
Dallas College - Eastfield,2015-16,div3,eastfieldcollege,2016
Erie,2015-16,div3,eriecommunitycollege,2016
Finger Lakes,2015-16,div3,fingerlakescommunitycollege,2016
Fond du Lac Tribal & CC,2015-16,div3,fonddulactribalcommunitycollege,2016
Fulton-Montgomery,2015-16,div3,fultonmontgomerycommunitycollege,2016
Genesee,2015-16,div3,geneseecommunitycollege,2016
Harper,2015-16,div3,harpercollege,2016
Herkimer,2015-16,div3,herkimercollege,2016
Minnesota North College - Hibbing,2015-16,div3,hibbingcommunitycollege,2016
Holyoke,2015-16,div3,holyokecommunitycollege,2016
Hudson Valley,2015-16,div3,hudsonvalleycommunitycollege,2016
Illinois Valley,2015-16,div3,illinoisvalleycommunitycollege,2016
Minnesota North College - Itasca,2015-16,div3,itascacommunitycollege,2016
Jamestown,2015-16,div3,jamestowncommunitycollege,2016
Jefferson (NY),2015-16,div3,jeffersoncommunitycollege,2016
Joliet,2015-16,div3,jolietjuniorcollege,2016
Kingsborough,2015-16,div3,kingsboroughcommunitycollege,2016
Lehigh Carbon,2015-16,div3,lehighcarboncommunitycollege,2016
Lorain County,2015-16,div3,loraincountycommunitycollege,2016
Luzerne County,2015-16,div3,luzernecountycommunitycollege,2016
Massasoit,2015-16,div3,massasoitcommunitycollege,2016
MassBay,2015-16,div3,massbaycommunitycollege,2016
Minnesota North College - Mesabi Range,2015-16,div3,mesabirangectc,2016
Middlesex College,2015-16,div3,middlesexcountycollege,2016
Milwaukee Area Tech,2015-16,div3,milwaukeeareatechnicalcollege,2016
Minnesota State,2015-16,div3,minnesotastatecommunityandtechnical,2016
Minnesota West,2015-16,div3,minnesotawestcommunitytechnicalcol,2016
Mohawk Valley,2015-16,div3,mohawkvalleycommunitycollege,2016
Montgomery,2015-16,div3,montgomerycollegemd,2016
Montgomery County,2015-16,div3,montgomerycountycommunitycollegepa,2016
Dallas College - Mountain View,2015-16,div3,mountainviewcollege,2016
Nassau,2015-16,div3,nassaucommunitycollege,2016
Niagara County,2015-16,div3,niagaracountycommunitycollege,2016
Northampton,2015-16,div3,northamptoncommunitycollege,2016
North Arkansas,2015-16,div3,northarkansascollege,2016
Northern Essex,2015-16,div3,northernessexcommunitycollege,2016
Dallas College - North Lake,2015-16,div3,northlakecollege,2016
Northland,2015-16,div3,northlandcommunitytechnicalcollege,2016
Ocean County,2015-16,div3,oceancountycollege,2016
Onondaga,2015-16,div3,onondagacommunitycollege,2016
Prince George's,2015-16,div3,princegeorgescommunitycollege,2016
Queensborough,2015-16,div3,queensboroughcommunitycollege,2016
Quinsigamond,2015-16,div3,quinsigamondcommunitycollege,2016
Minnesota North College - Rainy River,2015-16,div3,rainyrivercommunitycollege,2016
Dallas College - Richland,2015-16,div3,richlandcollege,2016
Ridgewater,2015-16,div3,ridgewatercollege,2016
Riverland,2015-16,div3,riverlandcommunitycollege,2016
Rochester,2015-16,div3,rochestercommunityandtechnicalcolleg,2016
Rockingham,2015-16,div3,rockinghamcommunitycollege,2016
Rock Valley,2015-16,div3,rockvalleycollege,2016
RCSJ Gloucester,2015-16,div3,rowancollegeatgloucestercounty,2016
Roxbury,2015-16,div3,roxburycommunitycollege,2016
Schenectady County,2015-16,div3,schenectadycountycommunitycollege,2016
Schoolcraft,2015-16,div3,schoolcraftcollege,2016
