date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff,game_win_loss,game_id
Apr 5,home,Navarro,L,2-0,2.0,0.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2014,2013-14,div1,Panola,panolacollege,nickfoshee5hdb,Nick Foshee,,,
Apr 16,home,Northeast Texas,L,5-2,5.0,2.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Panola,panolacollege,nickfoshee5hdb,Nick Foshee,,,
Apr 21,home,Blinn,L,12-4,12.0,4.0,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2014,2013-14,div1,Panola,panolacollege,nickfoshee5hdb,Nick Foshee,,,
Apr 21,home,Blinn,L,3-2,3.0,2.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Panola,panolacollege,nickfoshee5hdb,Nick Foshee,,,
Apr 26,home,Angelina,W,2-1,2.0,1.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Panola,panolacollege,nickfoshee5hdb,Nick Foshee,,,
Apr 26,home,Angelina,W,5-3,5.0,3.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2014,2013-14,div1,Panola,panolacollege,nickfoshee5hdb,Nick Foshee,,,
Apr 29,home,LSU Eunice,L,6-2,6.0,2.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2014,2013-14,div1,Panola,panolacollege,nickfoshee5hdb,Nick Foshee,,,
Apr 29,home,LSU Eunice,L,18-9,18.0,9.0,9.0,win,,,,,,,,,,,,,9.0,win,,,,,,,,,,,,2014,2013-14,div1,Panola,panolacollege,nickfoshee5hdb,Nick Foshee,,,
Feb 8,home,Odessa,L,8-4,8.0,4.0,,,,4.0,2.0,3.0,,,,1.0,1.0,,,,,,,,,,3.0,0.0,,,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,4.0,win,20140208_0frp
Feb 8,home,Odessa,L,5-4,5.0,4.0,,,,5.0,1.0,3.0,,,,1.0,,,1.0,,,,,,,,3.0,0.0,,,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140208_58hw
Feb 9,home,Western Texas,L,10-4,10.0,4.0,,,,3.0,1.0,0.0,,,,0.0,1.0,2.0,,,,,,,,,0.0,0.0,,,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,6.0,win,20140209_gbam
Feb 9,home,Western Texas,W,8-7,8.0,7.0,,,,4.0,0.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,0.0,,,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140209_xs87
Feb 18,home,Independence,W,15-7,15.0,7.0,,,,5.0,3.0,4.0,2.0,,1.0,1.0,,,1.0,,,,,,,,9.0,3.0,,,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,8.0,win,20140218_6fll
Feb 20,home,Independence,W,9-6,9.0,6.0,,,,5.0,0.0,2.0,,,,0.0,,,,,,,,,,,2.0,0.0,,,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,3.0,win,20140220_7t61
Feb 22,home,Southeast,L,3-2,3.0,2.0,,,,3.0,1.0,0.0,,,,0.0,1.0,,1.0,,,,,,,,0.0,0.0,,2.0,1.0,2.0,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140222_e2p8
Feb 22,home,Southeast,W,5-1,5.0,1.0,,,,2.0,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,1.0,0.0,1.0,1.0,,,3.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,4.0,win,20140222_zoxe
Feb 23,home,Southeast,W,11-1,11.0,1.0,,,,3.0,1.0,0.0,,,,0.0,2.0,,2.0,,,,,,,,0.0,0.0,1.0,3.0,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,10.0,win,20140223_5we3
Feb 24,home,Northern Oklahoma Enid,L,11-10,11.0,10.0,,,,5.0,2.0,2.0,,,,2.0,,,2.0,,,,,,,,2.0,0.0,,1.0,2.0,0.5,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140224_jb55
Feb 24,home,Northern Oklahoma Enid,L,9-7,9.0,7.0,,,,4.0,1.0,2.0,2.0,,,1.0,,,,,,,,,,,4.0,2.0,,1.0,1.0,1.0,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,2.0,win,20140224_3t00
Feb 28,home,Colby,L,6-5,6.0,5.0,,,,5.0,1.0,3.0,1.0,1.0,,0.0,,1.0,1.0,,,,,,,,6.0,2.0,,,1.0,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140228_rqut
Feb 28,home,Colby,W,8-6,8.0,6.0,,,,5.0,0.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,1.0,0.0,,,,,6.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,2.0,win,20140228_6nr9
Mar 6,home,Cloud County,W,5-3,5.0,3.0,,,,3.0,0.0,1.0,,,,1.0,,,1.0,,,,,,,,1.0,0.0,,2.0,,,3.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,2.0,win,20140306_8n4c
Mar 6,home,Cloud County,L,11-7,11.0,7.0,,,,4.0,0.0,1.0,,,,0.0,,1.0,1.0,,,,,1.0,,,1.0,0.0,,1.0,1.0,1.0,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,4.0,win,20140306_95cj
Mar 9,home,Cloud County,W,8-6,8.0,6.0,,,,4.0,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,,2.0,1.0,2.0,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,2.0,win,20140309_u7zo
Mar 9,home,Cloud County,W,10-9,10.0,9.0,,,,4.0,2.0,2.0,1.0,,1.0,3.0,,,,,,,,,1.0,,6.0,2.0,,2.0,1.0,2.0,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140309_jz82
Mar 12,home,Colby,W,8-2,8.0,2.0,,,,4.0,0.0,0.0,,,,1.0,,1.0,,,,,,,,,0.0,0.0,,2.0,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,6.0,win,20140312_5zan
Mar 12,home,Colby,W,10-4,10.0,4.0,,,,4.0,3.0,2.0,,,,0.0,,,2.0,,,,,1.0,,,2.0,0.0,,,1.0,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,6.0,win,20140312_8n4x
Mar 13,home,Brown Mackie,W,12-0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,12.0,win,
Mar 15,home,MCC-Longview,W,10-7,10.0,7.0,,,,4.0,1.0,0.0,,,,0.0,,2.0,1.0,,,,,1.0,,,0.0,0.0,,1.0,1.0,1.0,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,3.0,win,20140315_c18g
Mar 15,home,MCC-Longview,W,8-4,8.0,4.0,,,,4.0,1.0,1.0,,,,1.0,,,3.0,,,,,,,,1.0,0.0,,,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,4.0,win,20140315_tpf4
Mar 19,home,Allen County,W,7-5,7.0,5.0,,,,4.0,1.0,1.0,,,,0.0,,2.0,,,,,,,,,1.0,0.0,,1.0,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,2.0,win,20140319_03r4
Mar 22,home,Barton,W,7-3,7.0,3.0,,,,3.0,1.0,2.0,1.0,,,0.0,1.0,1.0,3.0,,,,,,,,3.0,1.0,,,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,4.0,win,20140322_ixv1
Mar 22,home,Barton,L,11-8,11.0,8.0,,,,5.0,2.0,1.0,,,,1.0,,1.0,2.0,,,,,,,,1.0,0.0,,1.0,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,3.0,win,20140322_siy2
Mar 23,home,Barton,W,6-5,6.0,5.0,,,,4.0,0.0,0.0,,,,1.0,,1.0,,,,,,,1.0,,0.0,0.0,,2.0,2.0,1.0,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140323_ufkq
Mar 23,home,Barton,W,4-1,4.0,1.0,,,,5.0,1.0,1.0,,,,0.0,,,,,,,,,,,1.0,0.0,,2.0,1.0,2.0,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,3.0,win,20140323_l1aj
Mar 25,home,Coffeyville,L,8-6,8.0,6.0,,,,5.0,0.0,4.0,,,,0.0,,,2.0,2.0,,,,,,,4.0,0.0,,2.0,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,2.0,win,20140325_53hy
Mar 29,home,Dodge City,W,5-1,5.0,1.0,,,,3.0,1.0,0.0,,,,0.0,,2.0,1.0,,,,,,,,0.0,0.0,,1.0,,,3.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,4.0,win,20140329_ail1
Mar 29,home,Dodge City,L,3-2,3.0,2.0,,,,4.0,0.0,2.0,,,,1.0,,,,2.0,,,,,,,2.0,0.0,1.0,1.0,1.0,1.0,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140329_e1yo
Mar 30,home,Dodge City,L,9-5,9.0,5.0,,,,4.0,1.0,1.0,,,,0.0,,,,,,,,,,,1.0,0.0,,3.0,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,4.0,win,20140330_mkzg
Mar 30,home,Dodge City,W,12-2,12.0,2.0,,,,4.0,0.0,0.0,,,,0.0,1.0,,,,,,,,,,0.0,0.0,1.0,3.0,1.0,3.0,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,10.0,win,20140330_d2jf
Apr 1,home,Cowley,L,9-4,9.0,4.0,,,,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,3.0,1.0,,,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,5.0,win,20140401_52cr
Apr 5,home,Garden City,L,10-1,10.0,1.0,,,,4.0,0.0,2.0,1.0,,,0.0,,,1.0,,,,,,,,3.0,1.0,,,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,9.0,win,20140405_fuzj
Apr 5,home,Garden City,L,11-6,11.0,6.0,,,,5.0,2.0,2.0,,,1.0,2.0,,,2.0,,,,,,,,5.0,1.0,,,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,5.0,win,20140405_ea3e
Apr 6,home,Garden City,L,4-0,4.0,0.0,,,,2.0,0.0,0.0,,,,0.0,1.0,,,1.0,,,,,,,0.0,0.0,,,,,3.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,4.0,win,20140406_10n8
Apr 6,home,Garden City,W,9-1,9.0,1.0,,,,5.0,0.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,2.0,1.0,,,,,6.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,8.0,win,20140406_c574
Apr 8,home,Seminole State (OK),W,5-3,5.0,3.0,,,,4.0,0.0,1.0,,,,0.0,1.0,,1.0,1.0,,,,,,,1.0,0.0,,,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,2.0,win,20140408_iey5
Apr 9,home,Central Christian JV,W,19-1,19.0,1.0,,,,2.0,4.0,2.0,,,2.0,5.0,2.0,,2.0,,,,,,,,8.0,2.0,,,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,18.0,win,20140409_pk9u
Apr 11,home,Hutchinson,L,6-0,6.0,0.0,,,,3.0,0.0,0.0,,,,0.0,,,,,,,,1.0,,,0.0,0.0,,1.0,2.0,0.5,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,6.0,win,20140411_in8c
Apr 12,home,Hutchinson,W,8-7,8.0,7.0,,,,3.0,1.0,0.0,,,,0.0,,,1.0,,,,,1.0,,,0.0,0.0,,2.0,1.0,2.0,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140412_1d0h
Apr 12,home,Hutchinson,W,10-5,10.0,5.0,,,,3.0,2.0,1.0,,,,0.0,2.0,1.0,,,,,,,,,1.0,0.0,,1.0,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,5.0,win,20140412_21d4
Apr 13,home,Hutchinson,W,15-14,15.0,14.0,,,,6.0,1.0,0.0,,,,0.0,1.0,2.0,,,,,,,,,0.0,0.0,,3.0,1.0,3.0,7.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140413_sj9l
Apr 16,home,Tabor College JV,W,12-3,12.0,3.0,,,,4.0,1.0,1.0,,,,1.0,,1.0,2.0,,,,,,,,1.0,0.0,,1.0,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,9.0,win,20140416_3976
Apr 16,home,Tabor College JV,W,14-4,14.0,4.0,,,,4.0,2.0,2.0,1.0,,,2.0,,,,,,,,,,,3.0,1.0,,,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,10.0,win,20140416_vgoi
Apr 18,home,Pratt,W,2-1,2.0,1.0,,,,3.0,1.0,1.0,,,,1.0,,,2.0,,,,,1.0,,,1.0,0.0,,,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140418_mlg9
Apr 18,home,Pratt,L,7-1,7.0,1.0,,,,5.0,0.0,1.0,,,,0.0,,2.0,,,,,,,,,1.0,0.0,,,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,6.0,win,20140418_5jf9
Apr 19,home,Pratt,W,6-4,6.0,4.0,,,,4.0,2.0,2.0,1.0,,,1.0,,,1.0,,,,,,,,3.0,1.0,,,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,2.0,win,20140419_tdfd
Apr 19,home,Pratt,L,10-3,10.0,3.0,,,,2.0,1.0,1.0,,,,0.0,1.0,1.0,1.0,,,,,2.0,,,1.0,0.0,,,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,7.0,win,20140419_36my
Apr 22,home,Cowley,W,5-4,5.0,4.0,,,,4.0,1.0,1.0,1.0,,,0.0,,1.0,,,,,,,,,2.0,1.0,,1.0,1.0,1.0,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140422_nqaa
Apr 23,home,Brown Mackie,L,12-5,12.0,5.0,,,,3.0,2.0,1.0,,,,0.0,,,1.0,,,,,2.0,,,1.0,0.0,,,,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,7.0,win,20140423_twlv
Apr 26,home,Seward County,W,7-1,7.0,1.0,,,,3.0,1.0,1.0,,,,1.0,,2.0,,,,,,1.0,,,1.0,0.0,,,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,6.0,win,20140426_yn3u
Apr 26,home,Seward County,L,17-7,17.0,7.0,,,,5.0,0.0,2.0,2.0,,,2.0,,,,,,,,,,,4.0,2.0,,2.0,1.0,2.0,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,10.0,win,20140426_3mbk
Apr 27,home,Seward County,W,6-5,6.0,5.0,,,,3.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,2.0,1.0,,,2.0,,3.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140427_c50z
Apr 27,home,Seward County,W,17-7,17.0,7.0,,,,3.0,5.0,2.0,,,,2.0,3.0,,1.0,,,,,,,,2.0,0.0,,1.0,,,6.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,10.0,win,20140427_8x09
May 3,home,Fort Scott,W,12-1,12.0,1.0,,,,3.0,2.0,2.0,1.0,,,3.0,1.0,,2.0,,,,,,,,3.0,1.0,,1.0,,,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,11.0,win,20140503_zret
May 3,home,Fort Scott,W,7-6,7.0,6.0,,,,5.0,2.0,4.0,1.0,,1.0,3.0,,,1.0,1.0,,,,,,,8.0,2.0,,,1.0,,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140503_6rov
May 9,home,Cowley,L,16-5,16.0,5.0,,,,3.0,2.0,1.0,,,,0.0,1.0,,1.0,,,,,,,,1.0,0.0,,1.0,1.0,1.0,4.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,11.0,win,20140509_q7p5
May 10,home,Seward County,L,8-7,8.0,7.0,,,,5.0,1.0,1.0,,,,0.0,,1.0,,,,,,,,,1.0,0.0,,1.0,2.0,0.5,5.0,2014,2013-14,div1,Butler,butlercommunitycollegeks,daltonwheatah58,Dalton Wheat,1.0,win,20140510_bfqi
Sep 28  #,home,Northeast Mississippi,W,13-12,13.0,12.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 8,home,Mineral Area,L,14-10,14.0,10.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 8,home,Hinds,L,1-0,1.0,0.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 15,home,Jefferson (MO),W,6-3,6.0,3.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 15,home,Kaskaskia,W,3-1,3.0,1.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 16,home,Jefferson (MO),W,6-3,6.0,3.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 16,home,Kaskaskia,L,5-3,5.0,3.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 19,home,Wallace-Selma,W,10-4,10.0,4.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 19,home,Wallace-Selma,W,1-0,1.0,0.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 22,home,Coahoma,W,11-0,11.0,0.0,11.0,win,,,,,,,,,,,,,11.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 22,home,Coahoma,W,10-0,10.0,0.0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 23,home,Jones,L,4-3,4.0,3.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 23,home,Jones,L,2-1,2.0,1.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 25,home,East Mississippi,W,8-3,8.0,3.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Feb 25,home,East Mississippi,L,3-0,3.0,0.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Mar 1,home,Copiah-Lincoln,L,6-2,6.0,2.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Mar 1,home,Copiah-Lincoln,L,12-2,12.0,2.0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Mar 4,home,Marion Military,L,9-6,9.0,6.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Mar 7,home,Northwest Florida State,L,7-4,7.0,4.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Mar 8,home,East Mississippi,L,11-5,11.0,5.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
Mar 8,home,East Mississippi,W,15-12,15.0,12.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Meridian,meridiancommunitycollege,joshcurtisq29b,Josh Curtis,,,
