date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff,game_win_loss,game_id
Apr 4,home,USC Lancaster,L,11-4,11.0,4.0,7.0,win,20150404_dqky,3.0,1.0,1.0,,,,1.0,1.0,,,,7.0,win,20150404_dqky,,,,1.0,0.0,,1.0,1.0,1.0,4.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 9,home,Anderson University JV,L,11-6,11.0,6.0,5.0,win,20150409_7muf,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,win,20150409_7muf,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,5.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 9,home,Anderson University JV,W,4-1,4.0,1.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 11,home,Florence-Darlington Tech,L,4-1,4.0,1.0,3.0,win,20150411_keal,3.0,0.0,1.0,,,,0.0,,,,,3.0,win,20150411_keal,,,,1.0,0.0,,1.0,1.0,1.0,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 11,home,Florence-Darlington Tech,L,3-0,3.0,0.0,3.0,win,20150411_5q8q,3.0,0.0,2.0,,,,0.0,,,,1.0,3.0,win,20150411_5q8q,,,,2.0,0.0,,,1.0,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 12,home,Florence-Darlington Tech,L,4-3,4.0,3.0,1.0,win,20150412_8l3r,3.0,1.0,1.0,,,,0.0,,1.0,,,1.0,win,20150412_8l3r,,,,1.0,0.0,,,1.0,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 12,home,Florence-Darlington Tech,L,8-2,8.0,2.0,6.0,win,20150412_3yhr,2.0,1.0,0.0,,,,0.0,1.0,,1.0,,6.0,win,20150412_3yhr,,,,0.0,0.0,,2.0,,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 18,home,Pitt,W,3-0,3.0,0.0,3.0,win,20150418_ezek,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,win,20150418_ezek,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 18,home,Pitt,L,8-1,8.0,1.0,7.0,win,20150418_k2bm,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,win,20150418_k2bm,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 19,home,Pitt,L,5-0,5.0,0.0,5.0,win,20150419_r47l,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,win,20150419_r47l,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 19,home,Pitt,L,4-0,4.0,0.0,4.0,win,20150419_zkq7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,win,20150419_zkq7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 21,home,USC Sumter,L,22-5,22.0,5.0,17.0,win,20150421_lpsm,1.0,1.0,0.0,,,,0.0,2.0,,,,17.0,win,20150421_lpsm,,,,0.0,0.0,,1.0,,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 24,home,USC Sumter,L,2-1,2.0,1.0,1.0,win,20150424_qctc,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,win,20150424_qctc,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,4.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 24,home,USC Sumter,L,9-1,9.0,1.0,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 25,home,Spartanburg Methodist,W,7-3,7.0,3.0,4.0,win,20150425_f92k,4.0,1.0,1.0,,,,0.0,1.0,2.0,1.0,,4.0,win,20150425_f92k,,,,1.0,0.0,,,1.0,,5.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Apr 26,home,Spartanburg Methodist,L,8-4,8.0,4.0,4.0,win,20150426_i4s2,4.0,0.0,1.0,,,,1.0,,,1.0,,4.0,win,20150426_i4s2,,,1.0,1.0,0.0,,4.0,,,5.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
May 2,home,Florence-Darlington Tech,L,6-5,6.0,5.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
May 3,home,Louisburg,L,12-1,12.0,1.0,11.0,win,,,,,,,,,,,,,11.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,dimarkussandersw3gx,DiMarkus Sanders,,,
Feb 11,home,Northwest Florida State,W,3-2,3.0,2.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Feb 13,home,Calhoun,W,2-1,2.0,1.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Feb 13,home,Calhoun,L,4-0,4.0,0.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Feb 14,home,Andrew,L,3-2,3.0,2.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Feb 14,home,Andrew,W,3-0,3.0,0.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Feb 20,home,Enterprise State,W,4-0,4.0,0.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Feb 20,home,Enterprise State,W,3-2,3.0,2.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Feb 27,home,Wallace-Dothan,W,4-3,4.0,3.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Feb 27,home,Central Alabama,W,9-2,9.0,2.0,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Feb 28,home,Central Alabama,L,6-1,6.0,1.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Feb 28,home,Lawson State,W,8-4,8.0,4.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Mar 10,home,Coastal Alabama - Monroeville,W,9-4,9.0,4.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Mar 10,home,Coastal Alabama - Monroeville,L,10-3,10.0,3.0,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Mar 20,home,Coastal Alabama - Bay Minette,L,7-2,7.0,2.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Mar 20,home,Coastal Alabama - Bay Minette,W,4-2,4.0,2.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Mar 28,home,Enterprise State,W,7-4,7.0,4.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Mar 28,home,Enterprise State,W,4-0,4.0,0.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Apr 2,home,Wallace-Dothan,W,5-0,5.0,0.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Apr 2,home,Wallace-Dothan,L,12-8,12.0,8.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Apr 7,home,Faulkner JV,W,10-0,10.0,0.0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Apr 8,home,Bishop State,L,4-2,4.0,2.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Apr 8,home,Bishop State,W,5-2,5.0,2.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Apr 16,home,Coastal Alabama - Brewton,W,10-0,10.0,0.0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Apr 16,home,Coastal Alabama - Brewton,W,7-6,7.0,6.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Apr 27,home,Chattahoochee Valley,W,12-5,12.0,5.0,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Apr 27,home,Chattahoochee Valley,W,6-2,6.0,2.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
May 3,home,Wallace-Selma,W,4-1,4.0,1.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
May 3,home,Wallace-Selma,W,8-1,8.0,1.0,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
May 9,home,Wallace-Selma,W,11-1,11.0,1.0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
May 10,home,Coastal Alabama - Bay Minette,L,15-1,15.0,1.0,14.0,win,,,,,,,,,,,,,14.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
May 11,home,Wallace-Dothan,W,6-5,6.0,5.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
May 11,home,Wallace State,L,12-10,12.0,10.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,beckvanns448,Beck Vann,,,
Mar 21,home,Kaskaskia,W,1-0,1.0,0.0,1.0,win,20150321_myv7,3.0,0.0,0.0,,,,0.0,,3.0,,,1.0,win,20150321_myv7,,,,0.0,0.0,,,,,3.0,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Mar 21,home,Kaskaskia,W,6-4,6.0,4.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Mar 25,home,Lincoln Trail,W,5-4,5.0,4.0,1.0,win,20150325_97hu,3.0,1.0,0.0,,,,0.0,,1.0,,,1.0,win,20150325_97hu,,,1.0,0.0,0.0,,2.0,,,4.0,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Mar 29,home,Rend Lake,L,13-3,13.0,3.0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Apr 4,home,Southeastern Illinois,W,10-0,10.0,0.0,10.0,win,20150404_93d4,4.0,1.0,2.0,,,,0.0,,1.0,,,10.0,win,20150404_93d4,,,,2.0,0.0,,1.0,,,4.0,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Apr 4,home,Southeastern Illinois,W,4-2,4.0,2.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Apr 10,home,John A. Logan,L,5-0,5.0,0.0,5.0,win,20150410_xfb7,4.0,0.0,0.0,,,,0.0,,,1.0,,5.0,win,20150410_xfb7,,,,0.0,0.0,,1.0,,,4.0,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Apr 12,home,Wabash Valley,L,5-4,5.0,4.0,1.0,win,20150412_26wd,4.0,1.0,0.0,,,,0.0,,1.0,,,1.0,win,20150412_26wd,,,,0.0,0.0,,1.0,,,4.0,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Apr 18,home,Shawnee,W,5-2,5.0,2.0,3.0,win,20150418_a0rp,2.0,1.0,1.0,,,,0.0,1.0,,,,3.0,win,20150418_a0rp,,,,1.0,0.0,,1.0,,,3.0,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Apr 18,home,Shawnee,W,2-0,2.0,0.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Apr 21,home,ROBERT MORRIS COLLEGE,W,8-3,8.0,3.0,5.0,win,20150421_880n,3.0,0.0,0.0,,,,0.0,,3.0,,,5.0,win,20150421_880n,,,,0.0,0.0,,,,,3.0,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Apr 23,home,Southwestern Illinois,L,11-2,11.0,2.0,9.0,win,20150423_w3at,4.0,0.0,0.0,,,,0.0,,,,,9.0,win,20150423_w3at,,,,0.0,0.0,,1.0,3.0,0.33,4.0,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Apr 23,home,Southwestern Illinois,L,9-4,9.0,4.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,jacobcribbett916a,Jacob Cribbett,,,
Mar 11,home,Lamar,L,16-14,16.0,14.0,2.0,win,20150311_6jy3,0.0,0.0,0.0,,,,0.0,,,,,2.0,win,20150311_6jy3,,,,0.0,0.0,,,,,0.0,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Mar 13,home,Western Texas,L,15-13,15.0,13.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Mar 13,home,Western Texas,W,16-15,16.0,15.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Mar 14,home,Western Texas,L,15-3,15.0,3.0,12.0,win,,,,,,,,,,,,,12.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Mar 14,home,Western Texas,W,19-18,19.0,18.0,1.0,win,20150314_6ug8,0.0,0.0,0.0,,,,0.0,,,,,1.0,win,20150314_6ug8,,,,0.0,0.0,,,,,0.0,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Mar 24,home,Garden City,L,7-4,7.0,4.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Apr 1,home,Seward County,L,11-9,11.0,9.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Apr 8,home,Seward County,L,17-5,17.0,5.0,12.0,win,20150408_zhhj,0.0,0.0,0.0,,,,0.0,,,,,12.0,win,20150408_zhhj,,,,0.0,0.0,,,,,0.0,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Apr 10,home,Odessa,L,5-1,5.0,1.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Apr 10,home,Odessa,L,11-5,11.0,5.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Apr 11,home,Odessa,W,10-2,10.0,2.0,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Apr 11,home,Odessa,W,7-4,7.0,4.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Apr 18,home,Howard (TX),L,7-3,7.0,3.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Apr 18,home,Howard (TX),L,13-5,13.0,5.0,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Apr 19,home,Howard (TX),L,18-4,18.0,4.0,14.0,win,,,,,,,,,,,,,14.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Apr 19,home,Howard (TX),L,14-10,14.0,10.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
May 1,home,New Mexico Military,L,8-2,8.0,2.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
May 1,home,New Mexico Military,L,10-9,10.0,9.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
May 2,home,New Mexico Military,W,6-4,6.0,4.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
May 2,home,New Mexico Military,W,8-0,8.0,0.0,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,brandonventura9phe,Brandon Ventura,,,
Feb 28,home,Kaskaskia,,,,,,,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,tylerquickzags,Tyler Quick,,,
Mar 16,home,Bergen,L,6-3,6.0,3.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,tylerquickzags,Tyler Quick,,,
Mar 29,home,Black Hawk-Moline,,,,,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,tylerquickzags,Tyler Quick,,,
Mar 29,home,Black Hawk-Moline,,,,,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,tylerquickzags,Tyler Quick,,,
Mar 29,home,Black Hawk-Moline,,,,,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,tylerquickzags,Tyler Quick,,,
Mar 29,home,Black Hawk-Moline,,,,,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,tylerquickzags,Tyler Quick,,,
Mar 30,home,Milwaukee Area Tech,W,9-0,9.0,0.0,9.0,win,,,,,,,,,,,,,9.0,win,,,,,,,,,,,,2015,2014-15,div1,Triton,tritoncollege,tylerquickzags,Tyler Quick,,,
