date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff,game_win_loss,game_id
Feb 16,home,Pasco-Hernando State,W,7-6,7.0,6.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Feb 18,home,St. Johns River State,W,5-2,5.0,2.0,3.0,win,20140218_vo4r,3.0,1.0,0.0,,,,0.0,,,,,3.0,win,20140218_vo4r,,,,0.0,0.0,,,,,3.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Feb 21,home,Lake-Sumter State,W,14-6,14.0,6.0,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Feb 22,home,Lake-Sumter State,W,5-1,5.0,1.0,4.0,win,20140222_3t2h,4.0,0.0,0.0,,,,0.0,,1.0,,,4.0,win,20140222_3t2h,,,,0.0,0.0,,,,,4.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Feb 23,home,Pasco-Hernando State,L,6-3,6.0,3.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Feb 28,home,Seminole State (FL),L,9-3,9.0,3.0,6.0,win,20140228_bn5o,2.0,0.0,0.0,,,,0.0,,1.0,,,6.0,win,20140228_bn5o,,,,0.0,0.0,,,,,2.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 1,home,Miami Dade,L,16-0,16.0,0.0,16.0,win,,,,,,,,,,,,,16.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 1,home,Miami Dade,W,4-1,4.0,1.0,3.0,win,20140301_82nm,2.0,0.0,0.0,,,,1.0,1.0,2.0,,,3.0,win,20140301_82nm,1.0,,,0.0,0.0,,,,,4.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 3,home,Polk State,W,7-1,7.0,1.0,6.0,win,20140303_e2mj,3.0,0.0,1.0,,,,2.0,,1.0,,,6.0,win,20140303_e2mj,,,,1.0,0.0,,,,,3.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 5,home,Polk State,L,9-0,9.0,0.0,9.0,win,20140305_h198,3.0,0.0,1.0,,,,0.0,,,,,9.0,win,20140305_h198,,,,1.0,0.0,,,,,3.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 7,home,Polk State,W,8-1,8.0,1.0,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 8,home,Hillsborough,L,10-5,10.0,5.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 10,home,Hillsborough,L,6-3,6.0,3.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 12,home,Hillsborough,W,6-3,6.0,3.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 13  #,home,Canadian National Team,W,3-0,3.0,0.0,3.0,win,20140313_3ccz,4.0,0.0,0.0,,,,0.0,,1.0,,,3.0,win,20140313_3ccz,,,,0.0,0.0,,,,,4.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 14,home,State College of Florida,L,5-3,5.0,3.0,2.0,win,20140314_12cj,0.0,0.0,0.0,,,,0.0,,,,,2.0,win,20140314_12cj,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 15,home,State College of Florida,L,14-6,14.0,6.0,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 19,home,South Florida State,W,2-1,2.0,1.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 21,home,South Florida State,W,8-4,8.0,4.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 22,home,South Florida State,W,7-0,7.0,0.0,7.0,win,20140322_oeeg,4.0,1.0,3.0,1.0,,,1.0,,,,,7.0,win,20140322_oeeg,,,,4.0,1.0,,,,,4.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 23,home,State College of Florida,W,5-3,5.0,3.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 26,home,Central Florida,W,8-5,8.0,5.0,3.0,win,20140326_0lsk,5.0,0.0,1.0,,,,0.0,1.0,,,,3.0,win,20140326_0lsk,,,,1.0,0.0,,,,,6.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Mar 31,home,Polk State,L,10-4,10.0,4.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 1,home,Polk State,L,8-0,8.0,0.0,8.0,win,20140401_mrw3,2.0,0.0,0.0,,,,0.0,1.0,,,,8.0,win,20140401_mrw3,,,,0.0,0.0,,,,,3.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 2,home,Polk State,L,6-5,6.0,5.0,1.0,win,20140402_14cr,4.0,1.0,2.0,,,,0.0,,,,,1.0,win,20140402_14cr,,,,2.0,0.0,,,,,4.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 4,home,Hillsborough,L,7-6,7.0,6.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 5,home,Hillsborough,L,5-3,5.0,3.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 7,home,Hillsborough,W,3-1,3.0,1.0,2.0,win,20140407_avn5,4.0,1.0,2.0,,,,0.0,,,,,2.0,win,20140407_avn5,,,,2.0,0.0,,,,,4.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 9,home,State College of Florida,L,3-1,3.0,1.0,2.0,win,20140409_bzg2,2.0,0.0,0.0,,,,0.0,,,,,2.0,win,20140409_bzg2,,,,0.0,0.0,,,,,2.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 11,home,State College of Florida,L,3-2,3.0,2.0,1.0,win,20140411_ga20,7.0,0.0,4.0,,,,1.0,,1.0,1.0,,1.0,win,20140411_ga20,,,,4.0,0.0,,,,,7.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 12,home,State College of Florida,W,7-3,7.0,3.0,4.0,win,20140412_cwyn,5.0,1.0,1.0,,,,1.0,,,1.0,,4.0,win,20140412_cwyn,,,,1.0,0.0,,,,,5.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 14,home,South Florida State,W,11-6,11.0,6.0,5.0,win,20140414_qmr2,4.0,3.0,2.0,1.0,,1.0,3.0,,2.0,,,5.0,win,20140414_qmr2,,,,6.0,2.0,,,,,4.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 16,home,South Florida State,W,8-3,8.0,3.0,5.0,win,20140416_t8dv,4.0,1.0,1.0,,,,0.0,,1.0,,,5.0,win,20140416_t8dv,,,,1.0,0.0,,,,,4.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 19,home,Clearwater Christian College,W,24-4,24.0,4.0,20.0,win,20140419_06c7,1.0,0.0,1.0,,,,0.0,,,,,20.0,win,20140419_06c7,,,,1.0,0.0,,,,,1.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 21,home,Polk State,L,8-7,8.0,7.0,1.0,win,20140421_b1nh,3.0,0.0,0.0,,,,0.0,2.0,2.0,,,1.0,win,20140421_b1nh,,,,0.0,0.0,,,,,5.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 22,home,South Florida State,W,15-9,15.0,9.0,6.0,win,20140422_a93c,6.0,2.0,2.0,,,,2.0,,1.0,,,6.0,win,20140422_a93c,,,,2.0,0.0,,,,,6.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 23,home,Hillsborough,W,12-0,12.0,0.0,12.0,win,20140423_113w,4.0,0.0,1.0,,,,0.0,,1.0,,,12.0,win,20140423_113w,,,,1.0,0.0,,,,,4.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 25,home,State College of Florida,L,8-0,8.0,0.0,8.0,win,20140425_0zeq,4.0,0.0,1.0,,,,0.0,,,,,8.0,win,20140425_0zeq,,,,1.0,0.0,,,,,4.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 26,home,South Florida State,W,8-5,8.0,5.0,3.0,win,20140426_62e0,4.0,1.0,2.0,,,,3.0,,,,,3.0,win,20140426_62e0,,,,2.0,0.0,,,,,4.0,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Apr 28,home,Eastern Florida State,L,10-8,10.0,8.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2014,2013-14,div1,St. Petersburg,stpetersburgcollege,jabemolinarodbsg,Jabe Molinaro,,,
Feb 1,home,Roane State,W,5-0,5.0,0.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Feb 1,home,Roane State,W,12-2,12.0,2.0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Feb 8,home,Vincennes,W,7-2,7.0,2.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Feb 8,home,Vincennes,W,9-3,9.0,3.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Feb 9,home,Vincennes,L,8-4,8.0,4.0,4.0,win,20140209_ammq,0.0,0.0,0.0,,,,0.0,,,,,4.0,win,20140209_ammq,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Feb 25,home,Georgia Perimeter,W,3-2,3.0,2.0,1.0,win,20140225_glgy,0.0,0.0,0.0,,,,0.0,,,,,1.0,win,20140225_glgy,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Feb 25,home,Georgia Perimeter,L,15-1,15.0,1.0,14.0,win,,,,,,,,,,,,,14.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Feb 28,home,Jackson State,L,14-4,14.0,4.0,10.0,win,20140228_rkq6,0.0,0.0,0.0,,,,0.0,,,,,10.0,win,20140228_rkq6,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Mar 1,home,Jackson State,L,11-3,11.0,3.0,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Mar 1,home,Jackson State,W,4-1,4.0,1.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Mar 12,home,Tusculum College JV,W,6-5,6.0,5.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Mar 12,home,Tusculum College JV,L,3-2,3.0,2.0,1.0,win,20140312_eljn,0.0,0.0,0.0,,,,0.0,,,,,1.0,win,20140312_eljn,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Mar 21,home,Columbia State,L,4-1,4.0,1.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Mar 22,home,Columbia State,L,1-0,1.0,0.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Mar 22,home,Columbia State,L,13-1,13.0,1.0,12.0,win,20140322_9f3o,0.0,0.0,0.0,,,,0.0,,,,,12.0,win,20140322_9f3o,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Mar 26,home,Georgia Highlands,W,9-3,9.0,3.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Mar 26,home,Georgia Highlands,W,12-2,12.0,2.0,10.0,win,20140326_n4tb,0.0,0.0,0.0,,,,0.0,,,,,10.0,win,20140326_n4tb,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Apr 5,home,Motlow State,W,2-1,2.0,1.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Apr 5,home,Motlow State,L,5-4,5.0,4.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Apr 6,home,Motlow State,W,11-1,11.0,1.0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Apr 17,home,Chattanooga State,L,5-1,5.0,1.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Apr 18,home,Chattanooga State,L,3-2,3.0,2.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Apr 18,home,Chattanooga State,W,8-5,8.0,5.0,3.0,win,20140418_vjbh,0.0,0.0,0.0,,,,0.0,,,,,3.0,win,20140418_vjbh,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Apr 21,home,University of the Cumberlands JV,W,10-7,10.0,7.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Apr 21,home,University of the Cumberlands JV,W,3-0,3.0,0.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Cleveland State,clevelandstatecommunitycollege,raunelperezcmm5,Raunel Perez,,,
Feb 4,home,Pensacola State,W,7-1,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,6.0,win,
Feb 7,home,St. Johns River State,W,4-1,4.0,1.0,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,3.0,win,20140207_dort
Feb 8,home,Chattahoochee Valley,W,4-3,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,1.0,win,
Feb 9,home,Gulf Coast State,L,7-1,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,6.0,win,
Feb 14,home,Mississippi Gulf Coast,L,3-2,3.0,2.0,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,1.0,win,20140214_8r46
Feb 14,home,Mississippi Gulf Coast,W,9-4,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,5.0,win,
Feb 15,home,Marion Military,W,10-4,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,6.0,win,
Feb 20,home,Marion Military,T,8-8,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,0.0,tie,
Feb 22,home,Mississippi Gulf Coast,W,3-1,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,2.0,win,
Feb 22,home,Mississippi Gulf Coast,W,10-6,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,4.0,win,
Feb 25,home,Enterprise State,W,8-4,8.0,4.0,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,4.0,win,20140225_16mm
Feb 25,home,Enterprise State,L,7-4,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,3.0,win,
Mar 1,home,Coastal Alabama - Bay Minette,W,6-5,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,1.0,win,
Mar 1,home,Coastal Alabama - Bay Minette,W,2-1,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,1.0,win,
Mar 4,home,Chipola,L,6-4,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,2.0,win,
Mar 8,home,Wallace-Dothan,L,6-5,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,1.0,win,
Mar 8,home,Wallace-Dothan,W,11-2,11.0,2.0,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,9.0,win,20140308_gzys
Mar 9,home,Huntington College JV,L,8-7,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,1.0,win,
Mar 9,home,Huntington College JV,W,11-1,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,10.0,win,
Mar 11,home,Coastal Alabama - Brewton,W,7-1,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,6.0,win,
Mar 11,home,Coastal Alabama - Brewton,W,3-1,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,2.0,win,
Mar 14,home,Lurleen B. Wallace,W,20-9,20.0,9.0,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,11.0,win,20140314_xsy6
Mar 14,home,Lurleen B. Wallace,L,9-6,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,3.0,win,
Mar 18,home,Bishop State,W,3-2,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,1.0,win,
Mar 18,home,Bishop State,W,8-4,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,4.0,win,
Mar 20,home,Enterprise State,L,15-9,15.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,davidogilviec2ep,David Ogilvie,6.0,win,
